LAST NAME,RANK
SAVAGEAU,"52,161"
SCHILLO,"52,161"
SCHLIEP,"52,161"
SCHOOK,"52,161"
SEARSON,"52,161"
SEY,"52,161"
SHACKETT,"52,161"
SHAHINIAN,"52,161"
SHARRATT,"52,161"
SKENE,"52,161"
STARE,"52,161"
STRAM,"52,161"
SUMSION,"52,161"
SURIN,"52,161"
TAFLINGER,"52,161"
TERRON,"52,161"
TRETTIN,"52,161"
UELAND,"52,161"
ULATOWSKI,"52,161"
VANGA,"52,161"
VERRASTRO,"52,161"
VIDOVIC,"52,161"
VOVK,"52,161"
WESSELLS,"52,161"
WYNES,"52,161"
YANCE,"52,161"
ZACHERL,"52,161"
ABADILLA,"52,263"
AJIBADE,"52,263"
ALSALEH,"52,263"
ALTERGOTT,"52,263"
ANGLIM,"52,263"
APPOLON,"52,263"
ARAMBURU,"52,263"
AYDT,"52,263"
BALIK,"52,263"
BARKALOW,"52,263"
BEIGEL,"52,263"
BELLISARIO,"52,263"
BIRCKHEAD,"52,263"
BLACKNALL,"52,263"
BLAZEJEWSKI,"52,263"
BROMM,"52,263"
BURST,"52,263"
CENTNER,"52,263"
CHEFF,"52,263"
COURTADE,"52,263"
DAUTI,"52,263"
DAVEIGA,"52,263"
DEEG,"52,263"
DEWAAL,"52,263"
DEWANE,"52,263"
EHLING,"52,263"
FINKENBINDER,"52,263"
FURUYA,"52,263"
GAVALDON,"52,263"
GJONBALAJ,"52,263"
GYAWALI,"52,263"
HAWE,"52,263"
HAYEN,"52,263"
HENIG,"52,263"
HETTINGA,"52,263"
HNAT,"52,263"
HOLBEIN,"52,263"
HORKY,"52,263"
HYNEMAN,"52,263"
IBAY,"52,263"
JANKOVICH,"52,263"
JERZAK,"52,263"
KABLE,"52,263"
KEAS,"52,263"
KESSEN,"52,263"
KHEM,"52,263"
KIMMINS,"52,263"
KRUSER,"52,263"
LANGBEHN,"52,263"
LAPERRIERE,"52,263"
LEESER,"52,263"
LINDERS,"52,263"
MABBITT,"52,263"
MAMEDOV,"52,263"
MAROVICH,"52,263"
MARURI,"52,263"
MCCLAVE,"52,263"
MCCRELESS,"52,263"
MCILHENNY,"52,263"
MEADOWCROFT,"52,263"
MEAH,"52,263"
MIETUS,"52,263"
MONDI,"52,263"
MROTEK,"52,263"
MUEHL,"52,263"
NAISH,"52,263"
NORIA,"52,263"
NOSBISCH,"52,263"
NUEZ,"52,263"
PALANCA,"52,263"
PIVA,"52,263"
PLAUT,"52,263"
POR,"52,263"
PRESGRAVES,"52,263"
PREVILON,"52,263"
PURKISS,"52,263"
RACZYNSKI,"52,263"
RAMES,"52,263"
RAVULA,"52,263"
RENKO,"52,263"
REYESRIVERA,"52,263"
RIENSTRA,"52,263"
ROSEBOOM,"52,263"
ROSEKRANS,"52,263"
RUNQUIST,"52,263"
SADBERRY,"52,263"
SAMARIN,"52,263"
SCOLLARD,"52,263"
SMYLY,"52,263"
STALLSWORTH,"52,263"
SWEEZEY,"52,263"
TERHORST,"52,263"
THURM,"52,263"
TRAUDT,"52,263"
TUFO,"52,263"
VISCARDI,"52,263"
WASZKIEWICZ,"52,263"
WATZ,"52,263"
WERBER,"52,263"
WESTROM,"52,263"
WILBERG,"52,263"
WINNICKI,"52,263"
WYKA,"52,263"
ZWIEG,"52,263"
ACOB,"52,367"
ANGELOV,"52,367"
ANTONI,"52,367"
APOSTOLOPOULOS,"52,367"
ARAGUZ,"52,367"
ASLINGER,"52,367"
BARTELSON,"52,367"
BAUDENDISTEL,"52,367"
BAYUS,"52,367"
BELINSKY,"52,367"
BELITZ,"52,367"
BENS,"52,367"
BERGTHOLD,"52,367"
BLOEMKER,"52,367"
BUSHUE,"52,367"
CANTORE,"52,367"
CARDO,"52,367"
CAROSELLI,"52,367"
CERASOLI,"52,367"
CLINCY,"52,367"
COUNSELL,"52,367"
CRANKSHAW,"52,367"
CROSSE,"52,367"
CUNNEEN,"52,367"
DELPIZZO,"52,367"
DENBO,"52,367"
DEOLEO,"52,367"
DUTROW,"52,367"
FAKIH,"52,367"
FLORESTORRES,"52,367"
FRANCHINO,"52,367"
GATHMAN,"52,367"
GEISTER,"52,367"
GHANT,"52,367"
GITTLEMAN,"52,367"
GRIFFITT,"52,367"
GRZESIAK,"52,367"
GWINNER,"52,367"
HABA,"52,367"
HETMAN,"52,367"
HORRY,"52,367"
HRABAK,"52,367"
HUENINK,"52,367"
HULA,"52,367"
IDRISS,"52,367"
IMHOLTE,"52,367"
JAEGERS,"52,367"
JAGDEO,"52,367"
JUENEMANN,"52,367"
KANAHELE,"52,367"
KINSTLER,"52,367"
KLINGELE,"52,367"
KNEALE,"52,367"
KNEEBONE,"52,367"
KOOPS,"52,367"
KOPERSKI,"52,367"
LABS,"52,367"
LATERZA,"52,367"
LAUBENTHAL,"52,367"
LEHMER,"52,367"
LEMMEN,"52,367"
LENZE,"52,367"
LETTAU,"52,367"
LEVITIN,"52,367"
LIDDICOAT,"52,367"
LINGEN,"52,367"
MARINOV,"52,367"
MARJI,"52,367"
MARSO,"52,367"
MCGATH,"52,367"
MELENDES,"52,367"
MERE,"52,367"
MILONAS,"52,367"
MOESER,"52,367"
MORIOKA,"52,367"
NARA,"52,367"
NELLUM,"52,367"
NICO,"52,367"
OLADAPO,"52,367"
OVERBEEK,"52,367"
PARCELLS,"52,367"
PENAGARCIA,"52,367"
PERELLO,"52,367"
PETHEL,"52,367"
POW,"52,367"
PURK,"52,367"
RAYBOURN,"52,367"
RESETAR,"52,367"
RODRIGUEZSOTO,"52,367"
SALDATE,"52,367"
SENK,"52,367"
SMITTLE,"52,367"
STROOPE,"52,367"
STROTHMAN,"52,367"
STUPAR,"52,367"
SWIGGUM,"52,367"
TELLEFSEN,"52,367"
TERESA,"52,367"
THOMLINSON,"52,367"
TORRI,"52,367"
TUTTEROW,"52,367"
TYSZKA,"52,367"
WAGENBACH,"52,367"
WALDOCH,"52,367"
WALDRUM,"52,367"
WAREING,"52,367"
WIKEL,"52,367"
WILLHELM,"52,367"
YENTER,"52,367"
ZOUCHA,"52,367"
ADAMIC,"52,477"
ALLE,"52,477"
APILADO,"52,477"
APOLLO,"52,477"
BENION,"52,477"
BERNT,"52,477"
BESKE,"52,477"
BLASKOWSKI,"52,477"
BRACKENBURY,"52,477"
BROSSETT,"52,477"
BURDI,"52,477"
CASSELLS,"52,477"
CASTILLEJOS,"52,477"
CHAPPUIS,"52,477"
CHEUK,"52,477"
CHLEBOWSKI,"52,477"
COGLE,"52,477"
COLONRIVERA,"52,477"
CRADLE,"52,477"
DECECCO,"52,477"
DEGRANDE,"52,477"
DEVERY,"52,477"
DOHSE,"52,477"
DRANSFIELD,"52,477"
DRESHER,"52,477"
ERPS,"52,477"
FEHLMAN,"52,477"
FEURY,"52,477"
GAMER,"52,477"
GANSON,"52,477"
GHOSE,"52,477"
GIDCUMB,"52,477"
GOLDFINGER,"52,477"
GREASON,"52,477"
GRUEL,"52,477"
GUSTUS,"52,477"
HACHE,"52,477"
HEBARD,"52,477"
HELLICKSON,"52,477"
HERMENEGILDO,"52,477"
HINKELMAN,"52,477"
HOCKIN,"52,477"
HORNBURG,"52,477"
ISAGUIRRE,"52,477"
JESSON,"52,477"
KARPOVICH,"52,477"
KIJOWSKI,"52,477"
KRETSCH,"52,477"
LADLEY,"52,477"
LAFALCE,"52,477"
LARICCIA,"52,477"
LENGER,"52,477"
LERICHE,"52,477"
LEWKOWICZ,"52,477"
LUGINBUHL,"52,477"
MALARA,"52,477"
MANTE,"52,477"
MERTA,"52,477"
MICHEAU,"52,477"
MICHELOTTI,"52,477"
MORGENROTH,"52,477"
NICOLETTA,"52,477"
NOVIKOVA,"52,477"
OCCHINO,"52,477"
OFTEDAHL,"52,477"
OVERACKER,"52,477"
PAP,"52,477"
PECKMAN,"52,477"
PICCHI,"52,477"
PIPPERT,"52,477"
POIROT,"52,477"
POLIMENI,"52,477"
POMERANZ,"52,477"
REEDUS,"52,477"
RENSLOW,"52,477"
RINAUDO,"52,477"
ROEPER,"52,477"
ROMENESKO,"52,477"
ROSAMILIA,"52,477"
SABU,"52,477"
SAMANTA,"52,477"
SANTULLI,"52,477"
SCHLIE,"52,477"
SHARUM,"52,477"
SIMISON,"52,477"
SKALLA,"52,477"
STARKEL,"52,477"
STEEVER,"52,477"
STREITMATTER,"52,477"
STUECK,"52,477"
SUER,"52,477"
SZUMSKI,"52,477"
TRULSON,"52,477"
UHLS,"52,477"
ULCH,"52,477"
URLACHER,"52,477"
VANDERHYDE,"52,477"
WANDLER,"52,477"
WIACEK,"52,477"
WIGGAN,"52,477"
YEHLE,"52,477"
ZASADA,"52,477"
ZINGARO,"52,477"
AMBERGER,"52,580"
AMSTERDAM,"52,580"
ANDREATTA,"52,580"
ARGALL,"52,580"
ARGETSINGER,"52,580"
ASGARI,"52,580"
ASPIRAS,"52,580"
BANA,"52,580"
BAYO,"52,580"
BEENEY,"52,580"
BELLAIRE,"52,580"
BOBZIEN,"52,580"
BOSCAN,"52,580"
BOYAR,"52,580"
BRUNTZ,"52,580"
CALLISTE,"52,580"
CAMBERO,"52,580"
CARACHEO,"52,580"
CARVILLE,"52,580"
CERAVOLO,"52,580"
CESARZ,"52,580"
CHANDRASEKHAR,"52,580"
COCOZZA,"52,580"
COLLINGE,"52,580"
COOKSTON,"52,580"
CROUSER,"52,580"
DAGNINO,"52,580"
DIABATE,"52,580"
DJUKIC,"52,580"
DLUGOS,"52,580"
DOLINSKI,"52,580"
DUKER,"52,580"
ENDERBY,"52,580"
EPISCOPO,"52,580"
FAFARD,"52,580"
FAUSNAUGH,"52,580"
FETSKO,"52,580"
FILIPE,"52,580"
FLAVELL,"52,580"
FRANE,"52,580"
GARRAND,"52,580"
GOUPIL,"52,580"
GOWELL,"52,580"
GREUBEL,"52,580"
HANTEN,"52,580"
HOWDESHELL,"52,580"
HUFSTEDLER,"52,580"
IGARASHI,"52,580"
JASKOT,"52,580"
KISHIMOTO,"52,580"
KOLO,"52,580"
KOTLARZ,"52,580"
KRAMMER,"52,580"
LAGRAND,"52,580"
LIGE,"52,580"
LIGMAN,"52,580"
LOZADO,"52,580"
LUANGRATH,"52,580"
MALSTROM,"52,580"
MANNOR,"52,580"
MCKINNIES,"52,580"
MINNEHAN,"52,580"
MIRANTE,"52,580"
MONTROND,"52,580"
OLIGER,"52,580"
PERIC,"52,580"
PETRONELLA,"52,580"
PORRES,"52,580"
PRESBY,"52,580"
PRIESS,"52,580"
QUAMME,"52,580"
RADAKOVICH,"52,580"
REHKOPF,"52,580"
REISERT,"52,580"
REMALY,"52,580"
RINDLER,"52,580"
ROEHRS,"52,580"
ROLOSON,"52,580"
ROSENBLUTH,"52,580"
ROTTIER,"52,580"
ROZAK,"52,580"
RUIZRUIZ,"52,580"
SANDNESS,"52,580"
SANTALUCIA,"52,580"
SANTODOMINGO,"52,580"
SCHOUEST,"52,580"
SCHWERDT,"52,580"
SHKOLNIK,"52,580"
SHONKA,"52,580"
SIMENSON,"52,580"
SINSEL,"52,580"
SITA,"52,580"
STEUCK,"52,580"
SUKUMAR,"52,580"
TALLERICO,"52,580"
THALACKER,"52,580"
TOPPINS,"52,580"
TOUT,"52,580"
TREVISAN,"52,580"
VARDEN,"52,580"
WASIL,"52,580"
WIGMORE,"52,580"
WITKOP,"52,580"
WOLANIN,"52,580"
WOULLARD,"52,580"
YELLOWHORSE,"52,580"
ZEBELL,"52,580"
AGOLLI,"52,687"
ALBALADEJO,"52,687"
ALFONSI,"52,687"
ANTONSEN,"52,687"
ANTOON,"52,687"
BASI,"52,687"
BEISWENGER,"52,687"
BESEMER,"52,687"
BIZUB,"52,687"
BORELLA,"52,687"
BRICKLE,"52,687"
BRILLANTES,"52,687"
BRITCHER,"52,687"
BUSSMAN,"52,687"
BUTSCH,"52,687"
CASHATT,"52,687"
CELANI,"52,687"
CHARRETTE,"52,687"
CHOTO,"52,687"
CRITTON,"52,687"
DASCENZO,"52,687"
DESARIO,"52,687"
DEVINCENZI,"52,687"
DEVOTO,"52,687"
DICIOCCIO,"52,687"
DOLBOW,"52,687"
DORMEUS,"52,687"
DUNAY,"52,687"
ELKIND,"52,687"
ENE,"52,687"
FEEZOR,"52,687"
FINNICUM,"52,687"
FLORESGOMEZ,"52,687"
FOLSON,"52,687"
GALLICK,"52,687"
GIGLIA,"52,687"
GJINI,"52,687"
GONYO,"52,687"
GOODLUCK,"52,687"
GRASSL,"52,687"
GRAUNKE,"52,687"
GUADERRAMA,"52,687"
GUIDONE,"52,687"
HAAF,"52,687"
HASEMAN,"52,687"
HOLLOPETER,"52,687"
IRMEN,"52,687"
KALBERER,"52,687"
KAYANI,"52,687"
KELLEM,"52,687"
KIRLEY,"52,687"
KLEBE,"52,687"
KLUTZ,"52,687"
KOBYLINSKI,"52,687"
KRAS,"52,687"
KRIZEK,"52,687"
KROENKE,"52,687"
KUWAHARA,"52,687"
KWOCK,"52,687"
LEFTON,"52,687"
LINZMEIER,"52,687"
LOAEZA,"52,687"
LORELLO,"52,687"
LUMIA,"52,687"
LUTKE,"52,687"
MALUEG,"52,687"
MARCHESANO,"52,687"
MARDINI,"52,687"
MCGAVOCK,"52,687"
MEJICANOS,"52,687"
MILWARD,"52,687"
MODENA,"52,687"
NIHISER,"52,687"
NOVAKOVICH,"52,687"
ONETO,"52,687"
OTHON,"52,687"
OZORIA,"52,687"
PACHON,"52,687"
PERRIEN,"52,687"
PEYER,"52,687"
PIERCEALL,"52,687"
PINKS,"52,687"
PLYBON,"52,687"
POLACHEK,"52,687"
POSTHUMUS,"52,687"
RAITHEL,"52,687"
RAMOSDIAZ,"52,687"
RIFAI,"52,687"
ROSIAK,"52,687"
RYBACK,"52,687"
SAMMAN,"52,687"
SANGO,"52,687"
SANTARSIERO,"52,687"
SANTORI,"52,687"
SCHAKE,"52,687"
SCHMUHL,"52,687"
SCHUMACKER,"52,687"
SISTARE,"52,687"
SIVERLING,"52,687"
SPINDEL,"52,687"
SUDDATH,"52,687"
TONNESEN,"52,687"
TRAD,"52,687"
TRITCH,"52,687"
TRZEBIATOWSKI,"52,687"
URIVE,"52,687"
VALLIE,"52,687"
VALLURI,"52,687"
VANDERWEELE,"52,687"
VANOTTERLOO,"52,687"
WALLENSTEIN,"52,687"
WAZNY,"52,687"
WENZLICK,"52,687"
WHACK,"52,687"
WIEDRICH,"52,687"
ANZORA,"52,802"
ASEFA,"52,802"
ATHANAS,"52,802"
BACORN,"52,802"
BASSETTI,"52,802"
BEYDA,"52,802"
BOBECK,"52,802"
BOBLITT,"52,802"
BRANZ,"52,802"
CARDI,"52,802"
CASANO,"52,802"
CLIPP,"52,802"
CORYEA,"52,802"
COWPERTHWAITE,"52,802"
DIMA,"52,802"
DISMORE,"52,802"
DOUDS,"52,802"
DURAL,"52,802"
EVILSIZER,"52,802"
FORESTIER,"52,802"
FRAM,"52,802"
GALINSKY,"52,802"
GIANGREGORIO,"52,802"
GODBOLE,"52,802"
GOLIAS,"52,802"
GRAUBERGER,"52,802"
GROWNEY,"52,802"
HEMRIC,"52,802"
HONSE,"52,802"
HOWATT,"52,802"
JARRY,"52,802"
JOURNET,"52,802"
KAPPUS,"52,802"
KASHNER,"52,802"
KEMPNER,"52,802"
KENEDY,"52,802"
KESWANI,"52,802"
KLEMZ,"52,802"
KRESSLER,"52,802"
LEUER,"52,802"
LEVERS,"52,802"
LIMES,"52,802"
LYNDAKER,"52,802"
MACNAB,"52,802"
MALETTE,"52,802"
MALTER,"52,802"
MCCONAUGHEY,"52,802"
MEASEL,"52,802"
MEHALL,"52,802"
MONTON,"52,802"
MOUTRAY,"52,802"
OFFERMANN,"52,802"
OLVEY,"52,802"
ONWUKA,"52,802"
PEREZCHICA,"52,802"
POUR,"52,802"
PROSCH,"52,802"
QUESNELL,"52,802"
RAHILL,"52,802"
RAJABI,"52,802"
RASBAND,"52,802"
ROJA,"52,802"
ROQUES,"52,802"
SAHLIN,"52,802"
SCHIRTZINGER,"52,802"
SCHOEPP,"52,802"
SEABURG,"52,802"
SEMEL,"52,802"
SEROTA,"52,802"
SEYDEL,"52,802"
SHAYA,"52,802"
SORTER,"52,802"
SPEAKES,"52,802"
SWEIGARD,"52,802"
TEKIE,"52,802"
TORRIS,"52,802"
TOTINO,"52,802"
VINAL,"52,802"
VINET,"52,802"
VONDRAN,"52,802"
WALLWORK,"52,802"
WARNCKE,"52,802"
WHISENAND,"52,802"
YAHR,"52,802"
YODICE,"52,802"
YOM,"52,802"
ZELTSER,"52,802"
AJANI,"52,889"
ALMUSAWI,"52,889"
AMBROGIO,"52,889"
ANDAVERDE,"52,889"
BARKES,"52,889"
BIELLO,"52,889"
BOUGHTER,"52,889"
BOURRET,"52,889"
BRESSMAN,"52,889"
BRICKEL,"52,889"
BROSHEARS,"52,889"
BUCEK,"52,889"
BUGAYONG,"52,889"
BUNGERT,"52,889"
BUNTROCK,"52,889"
CADEAU,"52,889"
CAMOU,"52,889"
CAOILE,"52,889"
CARIDAD,"52,889"
CENTOLA,"52,889"
CHEVALLIER,"52,889"
CONSTANTINOU,"52,889"
CREEKMUR,"52,889"
DOBMEIER,"52,889"
DUMBUYA,"52,889"
DUNAVAN,"52,889"
EKERN,"52,889"
FALANA,"52,889"
FIXLER,"52,889"
FLASH,"52,889"
FREIERMUTH,"52,889"
GADA,"52,889"
GANDHAM,"52,889"
GIORGIANNI,"52,889"
GOCKEL,"52,889"
GOETTE,"52,889"
GONYA,"52,889"
GREENHOW,"52,889"
HANTHORN,"52,889"
HEEKE,"52,889"
HILMAN,"52,889"
HULSEBUS,"52,889"
HUMPHRES,"52,889"
JERRETT,"52,889"
KABLER,"52,889"
KONTZ,"52,889"
KOPELMAN,"52,889"
KUGELMAN,"52,889"
LAFOE,"52,889"
LAWTHER,"52,889"
LEROSE,"52,889"
LIEBENOW,"52,889"
LINDAU,"52,889"
LLEWELYN,"52,889"
LONERO,"52,889"
MAHALA,"52,889"
MALLARE,"52,889"
MANDL,"52,889"
MANDLEY,"52,889"
MASTRIANO,"52,889"
MINDEL,"52,889"
MITTAN,"52,889"
MONDESTIN,"52,889"
MONSERRAT,"52,889"
MORALESDIAZ,"52,889"
MORALIS,"52,889"
MOSA,"52,889"
MOSBRUCKER,"52,889"
NABB,"52,889"
NANNINGA,"52,889"
NASBY,"52,889"
NEIDERER,"52,889"
NEPPL,"52,889"
NNAJI,"52,889"
OSTERLUND,"52,889"
PARDE,"52,889"
PATERA,"52,889"
PIKER,"52,889"
PLAMANN,"52,889"
POCIASK,"52,889"
PRIMES,"52,889"
PUNSALAN,"52,889"
PURSE,"52,889"
RADOVIC,"52,889"
RADWANSKI,"52,889"
REDSHAW,"52,889"
REEK,"52,889"
RUFENACHT,"52,889"
SALAFIA,"52,889"
SARSOUR,"52,889"
SAWADA,"52,889"
SCHIFFNER,"52,889"
SCHWAIGER,"52,889"
SCHWENT,"52,889"
SINS,"52,889"
SKUPIEN,"52,889"
SOBHANI,"52,889"
SPINELLO,"52,889"
SUPINSKI,"52,889"
THUMAN,"52,889"
TILUS,"52,889"
TRUMM,"52,889"
UMPHLETT,"52,889"
WAGY,"52,889"
WAYS,"52,889"
WEIDOW,"52,889"
WESTHOVEN,"52,889"
WILBERS,"52,889"
ZUVER,"52,889"
ADEWOLE,"52,998"
ADUSEI,"52,998"
AKERLEY,"52,998"
ANASTAS,"52,998"
AUDAIN,"52,998"
AYLES,"52,998"
BABAD,"52,998"
BARELLA,"52,998"
BARLAS,"52,998"
BEHE,"52,998"
BERARDO,"52,998"
BIRENBAUM,"52,998"
BOTTENFIELD,"52,998"
BOULTINGHOUSE,"52,998"
BOYCHUK,"52,998"
BRENSINGER,"52,998"
BUNAG,"52,998"
CAMARENO,"52,998"
CAPPUCCI,"52,998"
CATALINO,"52,998"
CIUS,"52,998"
CREPPEL,"52,998"
CUCCIO,"52,998"
CULLIFER,"52,998"
DARON,"52,998"
DEALE,"52,998"
DIAW,"52,998"
DIRICO,"52,998"
DURNAN,"52,998"
EDGHILL,"52,998"
FEARNOW,"52,998"
FEIGEL,"52,998"
FEUTZ,"52,998"
FLOW,"52,998"
GARCIAVEGA,"52,998"
GOCKE,"52,998"
GREFE,"52,998"
HANAGAN,"52,998"
HARDEMON,"52,998"
HEMSWORTH,"52,998"
HI,"52,998"
HOESE,"52,998"
HOOGE,"52,998"
ILLIANO,"52,998"
JETTY,"52,998"
KAPPEN,"52,998"
KINCAIDE,"52,998"
KINDY,"52,998"
KINTON,"52,998"
KLAS,"52,998"
KLEPACKI,"52,998"
KLIMOWICZ,"52,998"
KNIESS,"52,998"
KOISTINEN,"52,998"
KOTILA,"52,998"
LAWSHE,"52,998"
LUBKE,"52,998"
LUNDT,"52,998"
MAUTNER,"52,998"
MAZUROWSKI,"52,998"
MCCALLON,"52,998"
MCCORKEL,"52,998"
MIXTER,"52,998"
NAUER,"52,998"
NEI,"52,998"
NIEL,"52,998"
OLLAR,"52,998"
ORPILLA,"52,998"
OSTERMEYER,"52,998"
PARPART,"52,998"
PARRAL,"52,998"
PHILIPOSE,"52,998"
PIE,"52,998"
PIZZIMENTI,"52,998"
POLAVARAPU,"52,998"
REPOSA,"52,998"
ROUTLEDGE,"52,998"
RUSSETT,"52,998"
SANTEL,"52,998"
SARAGOZA,"52,998"
SIDHOM,"52,998"
SONDHI,"52,998"
STOCKBURGER,"52,998"
SUBASIC,"52,998"
SWACKHAMER,"52,998"
SWINEFORD,"52,998"
TAHIRI,"52,998"
TEICHER,"52,998"
TERMAN,"52,998"
THEYS,"52,998"
TIPPY,"52,998"
TOBIASON,"52,998"
TONKINSON,"52,998"
TREGONING,"52,998"
TREMONT,"52,998"
UNRUE,"52,998"
VAKILI,"52,998"
VLIETSTRA,"52,998"
WICKENHEISER,"52,998"
WOODSMALL,"52,998"
WROE,"52,998"
YAGO,"52,998"
YANOS,"52,998"
YOH,"52,998"
ZIERDEN,"52,998"
ACAR,"53,103"
AJAMI,"53,103"
ALMGREN,"53,103"
BATARSEH,"53,103"
BECKIUS,"53,103"
BHUTTA,"53,103"
BIETZ,"53,103"
BILLEY,"53,103"
BOGACKI,"53,103"
BOLINDER,"53,103"
BOWLUS,"53,103"
BRESETT,"53,103"
BROOKFIELD,"53,103"
BURACK,"53,103"
BUROKER,"53,103"
CHAIKIN,"53,103"
CONKIN,"53,103"
COUSENS,"53,103"
CROISSANT,"53,103"
DECIUS,"53,103"
DEUSER,"53,103"
DILE,"53,103"
DIMAYUGA,"53,103"
DIMOPOULOS,"53,103"
DINEHART,"53,103"
DUIS,"53,103"
ELSTAD,"53,103"
ENGINEER,"53,103"
EVERHEART,"53,103"
FENNIG,"53,103"
FIGURSKI,"53,103"
FODGE,"53,103"
FOLWELL,"53,103"
FRIEDLY,"53,103"
GARCIARIOS,"53,103"
GARSTKA,"53,103"
GATCHEL,"53,103"
GATTS,"53,103"
GIANNANTONIO,"53,103"
GINTZ,"53,103"
GOODBAR,"53,103"
GRAEVE,"53,103"
GUIANG,"53,103"
GUIEB,"53,103"
HALGREN,"53,103"
HANGARTNER,"53,103"
HEINLEN,"53,103"
HILLSTEAD,"53,103"
HOLTHUS,"53,103"
HUITZIL,"53,103"
JAMSHIDI,"53,103"
JIMENEZCRUZ,"53,103"
JOINTER,"53,103"
KANIEWSKI,"53,103"
KORTRIGHT,"53,103"
LAIRMORE,"53,103"
LEONLOPEZ,"53,103"
MAJMUDAR,"53,103"
MARCHESSAULT,"53,103"
MARINEAU,"53,103"
MATTEY,"53,103"
MATTUCCI,"53,103"
MCCALMON,"53,103"
MCHAM,"53,103"
MCMELLON,"53,103"
MEGHANI,"53,103"
MHATRE,"53,103"
MOLNER,"53,103"
MONETTI,"53,103"
MUNIER,"53,103"
NAR,"53,103"
OBERHAUS,"53,103"
OEN,"53,103"
ORLICK,"53,103"
PELINO,"53,103"
PICKART,"53,103"
PREISTER,"53,103"
PUMAREJO,"53,103"
RATER,"53,103"
RESSEGUIE,"53,103"
RICKSON,"53,103"
RIDLING,"53,103"
ROHWEDER,"53,103"
SCHELLHASE,"53,103"
SKUFCA,"53,103"
SONNENFELD,"53,103"
STUEWE,"53,103"
SVAY,"53,103"
TARKOWSKI,"53,103"
TASSI,"53,103"
TAVANO,"53,103"
THEILE,"53,103"
THELEMAQUE,"53,103"
THUMANN,"53,103"
VASQUEZPEREZ,"53,103"
VAUGH,"53,103"
VEGAGARCIA,"53,103"
VIELMAS,"53,103"
VISWANATH,"53,103"
WANSER,"53,103"
WEICHMAN,"53,103"
WHITEBREAD,"53,103"
WIST,"53,103"
WOHLFARTH,"53,103"
WOJTKOWSKI,"53,103"
WOODIS,"53,103"
WYNER,"53,103"
YARBORO,"53,103"
ZERO,"53,103"
ZILL,"53,103"
ADETUNJI,"53,213"
ALAHMAD,"53,213"
ALSTEEN,"53,213"
AUILA,"53,213"
AUTMAN,"53,213"
BAGENT,"53,213"
BENDURE,"53,213"
BIELENBERG,"53,213"
BIERS,"53,213"
BLAHUT,"53,213"
BOBACK,"53,213"
BOISEN,"53,213"
BOISSELLE,"53,213"
BOVEY,"53,213"
BRAMSON,"53,213"
BRIDEAU,"53,213"
BUSSERT,"53,213"
CAMPUS,"53,213"
CAUGHLIN,"53,213"
CHALLENDER,"53,213"
CILIA,"53,213"
CLIFFE,"53,213"
COLAN,"53,213"
COUNTY,"53,213"
CRANSON,"53,213"
CRONQUIST,"53,213"
DALPE,"53,213"
DECAMPOS,"53,213"
DIFATTA,"53,213"
DIRIYE,"53,213"
EMERINE,"53,213"
ESTENSON,"53,213"
FONGER,"53,213"
FORSE,"53,213"
FREDIANI,"53,213"
GARNO,"53,213"
GARRELL,"53,213"
GEBRESELASSIE,"53,213"
GENTES,"53,213"
GROSSEN,"53,213"
GRUSH,"53,213"
GURGANIOUS,"53,213"
GUSSMAN,"53,213"
GUTTMANN,"53,213"
HALBIG,"53,213"
HEDRINGTON,"53,213"
HEINKEL,"53,213"
HOLLENBERG,"53,213"
HOOEY,"53,213"
HOVIOUS,"53,213"
IWINSKI,"53,213"
JANOW,"53,213"
KADO,"53,213"
KASSABIAN,"53,213"
KEARN,"53,213"
KEDIR,"53,213"
KEMPSON,"53,213"
LALAMA,"53,213"
LAMMEY,"53,213"
LAVANWAY,"53,213"
LES,"53,213"
LOCKART,"53,213"
LUZARDO,"53,213"
MARUT,"53,213"
MCCREADIE,"53,213"
MESSAMORE,"53,213"
MOOTY,"53,213"
NICDAO,"53,213"
OLIVARRI,"53,213"
PARAYNO,"53,213"
PARCO,"53,213"
PERTUIT,"53,213"
PRICHETT,"53,213"
RAFUSE,"53,213"
RAMZY,"53,213"
RENA,"53,213"
ROCIO,"53,213"
ROMANIK,"53,213"
RONERO,"53,213"
ROSING,"53,213"
RUEST,"53,213"
SABAL,"53,213"
SAFADI,"53,213"
SALIHOVIC,"53,213"
SARAO,"53,213"
SARATE,"53,213"
SCHOSSOW,"53,213"
SCHROTENBOER,"53,213"
SELVERA,"53,213"
SHAKIL,"53,213"
SHELDRICK,"53,213"
SHERBURN,"53,213"
SOTOMARTINEZ,"53,213"
STUNTZ,"53,213"
SWETZ,"53,213"
TECUM,"53,213"
TELLING,"53,213"
TILLIE,"53,213"
TOMAC,"53,213"
TRISKA,"53,213"
TURKOVICH,"53,213"
UDAVE,"53,213"
VANECEK,"53,213"
VAY,"53,213"
WEANT,"53,213"
WEEBER,"53,213"
WEGE,"53,213"
WIDRIG,"53,213"
WITTENBORN,"53,213"
WOLSTENHOLME,"53,213"
YOUNGKIN,"53,213"
ZEEMAN,"53,213"
ZINNI,"53,213"
ZOHAR,"53,213"
ABRAHAMYAN,"53,327"
AVERBECK,"53,327"
BALDOVINO,"53,327"
BANGLE,"53,327"
BARBAR,"53,327"
BEEGHLY,"53,327"
